"label","text"
2,"강남구청 가려면 버스와 지하철 중 어느 쪽이 더 나은가요"
2,"가을 여행까지 얼마나 남았지"
2,"어제 직장에서 메일 왔니"
2,"내일 오전 강원도 날씨 검색해줘"
2,"다른 나라들의 포인트와 절대비교가 가능한가요"
2,"메일 받는 사람들 총 여섯 명 맞니"
2,"삼일 뒤에 비 오는지 알려줘"
2,"내일 에어컨 수리기사 몇 시에 방문하지"
2,"유월 이십오일에 오사카에 비가 오니"
2,"지난 주에 온 메일 다 지워졌니"
2,"이번 주 주말에 서울에 눈이 올까"
2,"이번주 토요일에 선약이 있니"
2,"스팸함에 이베이에서 온 메일이 있는 지 확인해"
2,"몸 안 좋다더니 병원에 다녀왔어"
2,"내일 윤진이와 보기로 한 영화 제목이 뭐지"
2,"네 시 어떠세요"
2,"교수님이 수신인에 포함되어 있니"
2,"이번주 목요일 정선 날씨 좀 알려줘"
2,"오전에 미국에서 온 메일이 있니"
2,"남자친구랑 처음 만난날 언제니"
2,"그리스 모린의 방한 일정 관련 기사는"
2,"내일 과제 많니"
2,"한 시간 안에 비가 올까"
2,"공기청정기 켜져있니"
2,"버스와 전철 중 이용량이 더 많은 것은 무엇일까 "
2,"고양이는 밥을 잘 먹는지 확인해"
2,"잘 지내는지 궁금하네"
2,"내게 쓴 메일함에 메일이 있니"
2,"오늘 면세점에서 온 메일이 있니"
2,"가스벨브 잠겨있는지 확인해라"
2,"오늘 몇시에 약속이 잡혀있니"
2,"현관 전등이 꺼졌는지 확인해줘"
2,"스탈린이 지금까지 살아 있다면 어떻게 될까"
2,"네 시 쯤 날씨 어떤지 좀 봐봐"
2,"집에 창문 열려있니"
2,"언니 생일이 언제니"
2,"다음 주 런던 날씨 알려줘"
2,"이번주에 저녁 여덟시 넘어서 있는 일정 알려줘"
2,"통장 만들려면 뭐뭐 필요해 "
2,"포인트 제목 있는 이메일을 보여줄래"
2,"내일  친구와 몇시에 만나기로 했니"
2,"오후 세시에 알람이 맞춰져 있니"
2,"오늘 오후에 비오는지 확인해줘"
2,"너 누구야 "
2,"내년에는 주가지수가 오를까 "
2,"한달 전에 받은 메일이 몇 개가 있니"
2,"보일러 꺼져 있니"
2,"해운대 근처 당구장 어디일까"
2,"서울대 부근 삼겹살집"
2,"지난 한주 동안 학교에서 온 메일이 몇 개인지 세줘"
2,"어제 몇 개의 메일이 왔니"
2,"오늘 이 지역의 비구름대가 몰려오는 시각이 어떻게 되니"
2,"내일 밤 서울의 날씨 알려줘"
2,"어제 오후에 현금영수증 발행 메일이 왔는지 확인해줄래"
2,"내일 최고 온도 몇 도니"
2,"지금 너 어디 있어"
2,"아세요"
2,"메일 단축키가 설저되있니"
2,"북한산 날씨는 어떤지 알려줘"
2,"이번주 탁구 동호회 모임이 언제니"
2,"종로 근처에 있는 찜질방은 어떻게 가냐"
2,"주식회사라는 말은 전부다 상장기업임을 의미합니까"
2,"어제 온 메일 몇 개야"
2,"카페 메일함에 메일이 몇 통 있니"
2,"백화점안에 창문이 없는 이유 알아"
2,"가스레인지 벨브가 잠궈져 있니"
2,"포르쉐 컨셉트 카 발표회 관련 기사를 찾아"
2,"이번주 토요일 비오니"
2,"입추가 언제지"
2,"프로젝트 이번 주까지 되지"
2,"할머니 생신이 십이월달인지 확인해줘"
2,"강남구청 가려면 버스와 지하철 중 어느 쪽이 더 나은가요"
2,"보일러 켜져있니"
2,"예 죄송합니다 죄송합니다 지오선배님 같은데 전화 안받으십니까"
2,"내일 우산 필요한 지 알려줘"
2,"벌써 아르바이트 구했구나 어떤 아르바이트야 "
2,"내일 충청도에 바람 많이 부는지 알려줘"
2,"이번주 주말 강수확률 찾아봐"
2,"가짜로 내리는 비는"
2,"지금 어디까지 오셨어요"
2,"사회가 망하면"
2,"너 지분율 몇 퍼센트냐"
2,"대학 졸업식이 언제쯤이지"
2,"오늘은 안개가 낄까"
2,"다음달 병원 일정이 몇일 이니"
2,"내일 경북 포항시에 지진이 있는지 알려줘"
2,"내일 오후에 어디서 만나기로 했니"
2,"광고성 메일 모두 차단했니"
2,"첫째 아이 지금 공부 잘하고 있니"
2,"내일 스케쥴 확인해줘"
2,"포인트 제목 있는 메일을 보이렴"
2,"안방에 불 켜져 있는지 확인해줘"
2,"왜 그리 잘 아는데도 취미로만 주식을 하는 거야 "
2,"서울역 근처 많이 가는 노래방은 어딘데"
2,"티비 수리 일정 언제니"
2,"이번주 온 메일 총 개수 알려줄 수 있니"
2,"내일 비가 언제까지 올건지 알려줄 수 있니"
2,"오늘 날씨 어떤지 알려줘"
2,"바나나 보트와 땅콩 보트 중 어느 것을 탈래"
2,"제습기에 물 얼마나 찼는지 알려줘"
2,"부동산 정책은 시간이 지나면 바뀔까 "
2,"부모님 생신이 언제니"
2,"이번주 저녁 일곱시에 일정 없는 요일 좀 알려줘"
2,"지난달에 응급으로 온 메일 있는지 검색해줘"
2,"오늘 보는 사람마다 너 괜찮느냐고 묻더라"
2,"그리구 저 혹시 강의 들을 수 있어요"
2,"집에 조명이 다 켜졌는지 확인해줘"
2,"오늘 온 메일 모두 확인하고 지워줘"
2,"방송 출연 한다면서요 요즘 좋은 가 봐요"
2,"홍대 부근 아이스크림 전문점은 어디지"
2,"약속 취소 하라한거 취소했니"
2,"우리부부 여름휴가 가는 일정을 보이렴"
2,"내가 보낸 메일에 답장이 왔니"
2,"창문이 닫혀있니"
2,"요 즘 선생님들 이 좋아 하는 선물은 뭐가 있을까요"
2,"내일 많이 덥니"
2,"세느강 크루즈는 어떤 게 있나요"
2,"오늘 일출 시간 언제니"
2,"언제부터 따뜻해지는지 알려줘"
2,"오늘 주영이 몇 시에 들어왔어"
2,"오늘 오후 두시에 온 메일이 몇 개니"
2,"구월구일 내생일일정 추가되어있니"
2,"받은 편지함에 안 읽은 메일이 몇 개야"
2,"남산공원 부근 편의점 어떻게 가"
2,"리포트 자료 어디서 찾는 게 좋을까"
2,"안 읽은 메일 몇 개니"
2,"올해 설날이 언제인지 알려줘"
2,"내일 눈발이 얼마나 있는지 알려줘"
2,"내일 방문 할 인터넷 기사님의 설치비용을 아니"
2,"서울대학교 앞 학생들이 많이 가는 노래방은 어떻게 갈까"
2,"지방 내려간다더니 잘 다녀왔어"
2,"작년 수능일 날씨 아니"
2,"이번 주 날씨 알려줘"
2,"오늘 오전 기온 좀 알려줘"
2,"거실 온도 몇 도야"
2,"조류 독감이 우리 나라에서는 발병 안 했어"
2,"노후 자금의 규모는 어느 정도가 적당할까 "
2,"내일 새벽 강릉 날씨 좀 검색해줘"
2,"어제 비가 얼만큼 내렸는지 갈수략 좀 알려줘"
2,"화장실 불 켜져있는지 확인해줄래"
2,"이번주 금요일 상주 강수량 어떤지 아니"
2,"이번주 수요일 강수량이 얼마나 많은지 알려줄 수 있니"
2,"이번주중 눈오늘 날 있으면 알려줘"
2,"시험시간표를 확인해서 알려줄 수 있니"
2,"모의투자가 실제투자와 다른 점은 뭐니 "
2,"오늘 날씨 습도 알려줘"
2,"교수님이 메일 수신했는지 확인해줘"
2,"내일 일정 좀 쭉 불러줘라"
2,"다음주 미용실 예약이 몇시니"
2,"집에 불 꺼져있는 곳 있니"
2,"안방 불이 꺼져있니"
2,"내일 누구 생일인지 알려줘"
2,"추위가 언제까지 가는지 알려주겠니"
2,"통근버스 시간대 좀 알아놔"
2,"오늘 가시거리가 몇 키로미터인지 알려줘"
2,"집에 보일러 켜져 있는지 알려줄 수 있니"
2,"아침에 운동 장소가 집 앞 맞니"
2,"서울과 부산 중 더 기온이 높은 곳은 어디니"
2,"경부 고속도로 내 소통 원활한 구간 어디니"
2,"내일 미세먼지 검색해줘"
2,"이번주 비 예보확인 알려주겠니"
2,"시험 결과 어떻게 나왔니"
2,"다음주 강원도 바람 많이 부는날 확인했니"
2,"병가 관련 메일 얼마나 있니"
2,"화장실에 냄새 나니"
2,"내일 대구에 눈오는지 확인해"
2,"우박이 언제까지 올건지 확인해줘"
2,"내일 갈 호텔이 어딘지 알려주겠니"
2,"요즘 건강은 어떠세요"
2,"오전이랑 오후 중 언제가 편해"
2,"안방에 불 꺼져 있는지 확인해라"
2,"이번주 알바 몇시인지 알려줄 수 있니"
2,"인덕션 꺼져 있니"
2,"다음주 최저온도가 몇도인지 알아 봐줘"
2,"친구와 영화보기 일정 언제야"
2,"여기서부터 링컨 센터까지는 몇 정거장인가요"
2,"낯선 사람과의 대화를 어떻게 시작하나요"
2,"걸어서 얼마나 멀어요"
2,"오늘 습도 어떤지 봐줘"
2,"주말에 스케줄이 있니 "
2,"너 많이 놀랐어"
2,"오늘 오후에 기온이 얼마니"
2,"고성에 안개가 많이 끼었다고 하는데 안개 강도 알려줘"
2,"올해 음력 오월 이십이일은 양력으로 며칠이냐"
2,"다음 주에 눈 많이 오니"
2,"신한카드에서 메일이 왔니"
2,"오늘 우리동네 기온 알려줘"
2,"이 메일 수신자가 총 몇 명인지 알려줘"
2,"회사에 보낸 메일 수신자랑 참조자들이 다 확인했니"
2,"미국친구에게 메일을 몇시에 보냈니"
2,"저번 주에 남편이 갔던 선교지의 이름을 알려줘"
2,"이번달에 비 안오는 날 좀 알려줄 수 있니"
2,"오늘 일정이 뭐가있는지 알려주겠니"
2,"오늘 해가 언제 뜨는지 아니"
2,"보일러 켜져 있어"
2,"카드 값 얼마야"
2,"현금 인출기가 고장이 났어 그 속에 내가 들었는데 어떻하지"
2,"이번 주에 비는 언제오니"
2,"다음주 월요일 최저 기온 알려줘"
2,"다음주 월요일 서울 날씨가 궁금해요"
2,"장애인 전용 주차 구역의 이용 실태를 알아보자 "
2,"어떻게 공부한 거야 너도 공부가 제일 쉬웠어요 이거야 "
2,"오늘 일출 시간 알려줘"
2,"이번달 홀수 날에 있는 일정만 보여줘"
2,"면허시험장 위치가 어디인지 알고 있니"
2,"로봇청소기를 작동시켰니"
2,"가장 날씨 온도가 낮은 지역이 어딘지 알려줘"
2,"좀 더 기다릴까 아니면 그냥 갈까"
2,"지금 습도 어때"
2,"학교에서 온 메일 모두 보관함에 넣었니"
2,"몇 번 게이트였죠"
2,"작년에 온 메일 모두 보관함에 넣었니"
2,"오늘 일정이 어떻게 되는지 알려줘"
2,"내일 아무 일정도 없니"
2,"신용카드 메일 알려줘"
2,"너의 학부는 어떻게 되니"
2,"오늘 저녁에 약속있는지 확인해줘"
2,"서울에서 라식수술을 잘하는 안과는 어디래"
2,"게임방 갈까"
2,"내일 스승의 날인데 교문에서 만나는 거야"
2,"오늘 어떤운동을 해야하니"
2,"다음달 미국 휴가 일정에 맞는 가장 싼 비행기표가 얼마지"
2,"현관문이 잠겼는지 확인해줘"
2,"여기서 가려면 어떻게 가야 가장 빠른데 "
2,"이번주 수요일 강수확률 몇이니"
2,"학습 효과를 극대화시키기 위해서 필요한 것은 무엇일까"
2,"오늘 기온 추워"
2,"오늘 캐나라에 눈 올 확률은 몇 퍼센트인지 알려줘"
2,"렌탈 관련 메일 몇개 왔니"
2,"이번 월드컵 예선전이 언제까지 열리지"
2,"별자리 관련 메일 스팸처리 했니"
2,"내일 예상 강수량을 알려줘"
2,"내일 남자친구랑 이백일 되는 날이 맞니"
2,"누나 책상위에 핸드폰 있나 찾아라"
2,"수요일 저녁에 누구랑 약속있는지 알려줘"
2,"오늘 약 먹을 시간이 언제니"
2,"다음주 토요일에 비가 오는 지 알려줘"
2,"서울에 습도는 얼마나 되니"
2,"올해 칠월 부안 날씨 좀 알려줘"
2,"오늘 습도 알려줘"
2,"거실 오디오가 켜져 있니"
2,"내일 낮에 구름 많은지 알려줘"
2,"이번주 일요일에 비가 몇시에 오니"
2,"일년전 일월 어디 갔었는지 알아봐"
2,"지금 밖에 바람이 얼마나 부는지 알려줘"
2,"마지막으로 현관이 열렸던 시간은 몇시야"
2,"다음주 금요일 인천 날씨 어떠니"
2,"메일 자동 청구서 신청 방법 알려줄래"
2,"다음 주 서울 날씨 알려줘"
2,"뭐 먹을까"
2,"내일 가장 추운시간이 언제인지 알려줘"
2,"쟨 또 어느 별에서 온 애니 꽤 먼 별에서 온 거 같은데"
2,"내일 오후 서울날씨 검색해줘"
2,"읽지 않은 메일이 몇 개인지 확인해줘"
2,"삼일 전에 친구들이랑 밥먹은 식당이름이 뭐였지"
2,"주식형 펀드와 적금 중에 뭘 하는게 좋을까"
2,"오늘 주요 경기에 대해 알리렴"
2,"오늘 서울 초미세먼지 농도 알려줄래"
2,"금요일 정동진 일출 시간 알려줘"
2,"어제 롯데 선수들의 게임 기사는 없을까"
2,"수요일에 저녁 약속이 있니"
2,"오늘 오후 스케줄이 있니"
2,"작년 장마 기간이 며칠 정도였어"
2,"내일 버스 시간이 몇시니"
2,"내일 비행기에 탑승하게될 시간을 알려줄수 있어"
2,"오늘 받은 스팸메일이 몇통이니"
2,"양산 나들목에 정체가 심한지 알자"
2,"오늘 개인에게서 온 메일이 몇 통이나 왔니"
2,"오늘 기온 제일 높은 곳 알려주겠니"
2,"오늘 해지는 시간이"
2,"저번 주에 온 메일 중 스팸 메일 있는지 알려줘"
2,"마장동에서 유명한 해장국밥집 어디지"
2,"오늘 비가 언제까지 오니"
2,"눈에 멍이 들면 왜 계란으로 비비는 걸까 "
2,"이번 주 대부분 흐린 날씨로 예상되는 요일은 언제니"
2,"내 입대일 언제니"
2,"이번달 중요 일정 알려줄래"
2,"스팸함에 메일이 얼마나 있니"
2,"안녕하세요"
2,"지난 주말에 추웠는지 알려줘"
2,"오늘 비 내리는지 알려줘"
2,"대학 평점은 좋은 편이니 "
2,"지금 뉴질랜드 습도가 몇 퍼센트인지 알려줘"
2,"냉동실 온도를 확인해줘"
2,"예약전송 메일중에 아직 전송 안된 메일이 있니"
2,"다음달 아침 운동계획 보여"
2,"오늘 일정 중 가족 모임 있는지 알려줘"
2,"내일 오후 서울날씨 어떤지 아니"
2,"인사동의 수제비 전문점"
2,"전력 절약 모드가 켜져 있니"
2,"내일 트렌치코트 입으면 상당히 추울까"
2,"오늘 오후에 박인혁부장에게서 온 이메일이 몇 개니"
2,"채권형 펀드 운용성과가 어떻게 되지 "
2,"내가 마지막으로 간 여행지가 어디지"
2,"내일 두시간 이상 비는 시간대가 언제지"
2,"다음 주 수요일 날씨 알려줘"
2,"그때 보고 정말 오랜만이네 잘 지내"
2,"받은 편지함에 안 읽은 메일이 있니"
2,"꿈이 삼년 내내 똑같은데 그 이유는 무엇인가요"
2,"너 네 집 근처에 한미은행 있지"
2,"어젯밤 새 메일 중 아이디 토니가 보낸 이메일 찾아줄래"
2,"오늘 포항의 지진 위험이 있는지 알려줘"
2,"올해 대체공휴일이 언제 있어"
2,"부산의 오늘 체감온도는 얼마지"
2,"명동에서 연인들이 가장 많이 찾는 라면집은 어디지"
2,"물고기의 반대말은"
2,"이번 주말에 일정 있니"
2,"다음 주에 비오는 날이 며칠이니"
2,"내일 하루종일 비가 오는지 아니"
2,"북부 순환도로 상황을 보고싶어"
2,"다음 주 일정 몇 개야"
2,"내 메일함 남은 용량이 얼마나 되니"
2,"오빠 결혼식은 언제지"
2,"온수 모드가 켜져 있니"
2,"카드 없앤 건 좋은데 급할 땐 어디서 돈을 빌리지"
2,"속속들이 얘기 안 해준 게 섭섭하냐구요"
2,"내가 주식을 매각 할수 없는 이유가 뭐냐"
2,"건강을 유지할려면 어떤 방법이 좋을까요"
2,"주가를 인위적으로 올리는 방법은 불법인가요 "
2,"현재 중부 상행선 교통 통제 구간은 어떤데"
2,"이번주 목요일 속초 최고 기온 몇도인지 알려줘"
2,"다음주 월요일 일정 어떻게 되는지 알려줘"
2,"외부랑 몇도 차이나"
2,"화장실 환풍기가 돌아가고 있니"
2,"유럽 아시아 정상회의 관련기사 찾아라"
2,"오늘 예상 강수량은 얼마니"
2,"한국 양궁 장비 과학화에 관한 기사를 찾아줄래"
2,"오늘 기온 어제보다 낮은지 확인해줘"
2,"이번주 주말 제주도 날씨 어떠니"
2,"이번주에 비소식 있니"
2,"십일월에 방콕 강수량 좀 알려줄래"
2,"이번주 토요일 대구 날씨 어떤니 아니"
2,"메일함 용량이 얼마나 남았니"
2,"작년에 온 메일 중 제목에 미팅이 들어간 메일 찾아줘"
2,"이천십구년 봄 날씨 온도 알려주겠니"
2,"여행자 수표를 가져갈까 통장을 만들까 고민 중이야"
2,"그 영화 봤니"
2,"내 동생 생일이 언제인지 알려줘"
2,"대문에 불 꺼져 있니"
2,"최근에 독일축구 관련 기사가 있는지 찾아주렴"
2,"어제 일정 몇 시에 끝났어"
2,"일본 여행 일정 취소했니"
2,"내일 우산 들고 가야할까"
2,"이번주 점심 일정만 불러줘"
2,"아벨을 죽인 가인은 놋땅으로 추방당했는데 놋땅 뜻은 무엇인가요"
2,"오늘 서울 도로 중에 안개 심한지역 검색해줘"
2,"자외선 지수 어때"
2,"요즘 어떠세요"
2,"다음 주 마사지샵 예약 몇 시지"
2,"내가 읽지 않은 메일이 몇통이니"
2,"이메일의 서명 기능 중 전자자필서명 기능이 있니"
2,"전자레인지 전원 꺼져있는지 확인해줘"
2,"내일 오전에 눈이 오는지 확인해줘"
2,"주요 고속도로의 노면상황 좋지"
2,"지난 유럽여행 언제부터 언제까지였는지 알려줘"
2,"내가 어제 보낸 메일을 상대방이 읽었니"
2,"집 안 습도가 어떻게 되니"
2,"내일 일곱시에 친구와 어디서 만나기로 했니"
2,"받은 편지함에 있는 메일이 총 몇 개니"
2,"어머 선생님들 오셨네 정선생님 건강하시죠 어머 선생님 눈 왜 그래"
2,"열흘 전에 아빠한테 어떤 메일이 왔는지 확인해 줄 수 있니"
2,"내일 남자친구 만나기로 했니"
2,"구월 삼일부터 구월 오일까지 날씨를 보여라"
2,"작년 크리스마스때 갔던 레스토랑이 어디니"
2,"오늘 강수량이 어떻게 되니"
2,"올해 삼일 연속 연휴인 때가 언제지"
2,"내일 눈 오는 시간을 알려줘"
2,"여자친구와 이백일 언젠지 알려줘"
2,"냉장고의 온도상태를 알려줄래"
2,"현금으로 계산하십니까 아니면 카드로 계산하십니까"
2,"이번주 태풍이 언제 부는지 알려줘"
2,"새로 온 메일이 어디서 보낸건지 확인해"
2,"작년보다 올해 얼마나 더 덥니"
2,"월간 날씨 아니"
2,"오늘 미세먼지 수치가 어때"
2,"이번주 비 오는 날이 언제인지 알려줘"
2,"오늘 밤에 천둥 번개있니"
2,"불가마 더위가 며칠이나 지속될지 알려줘"
2,"내일 비가 얼마나 올지 알려줘"
2,"지난주 전국 날씨가 어땠지"
2,"내일 부산 지역 일출 일몰 시간은"
2,"올해 대체공휴일이 며칠이나 되니"
2,"터미널까지 가장 빠른 대중교통수단이 뭐야 "
2,"저번 주에 비가 내리는 날은 언제였지"
2,"카카오톡에서 온 메일 알려줄수 있니"
2,"아이를 못낳는 집에 목사님이 심방가셔서 보는 성경은"
2,"내일도 오늘만큼 더워"
2,"이번주 목요일 목포 기상 예보 어때"
2,"티켓팅 일정 어떻게 되니"
2,"너 예전에 다친 팔은 다 나았어"
2,"다음주 화요일 세시에 이은정에게 메일 예약 되어있니"
2,"내일 저녁 약속 장소가 어디지"
2,"내일 습도 좀 검색해봐"
2,"언제부터 추워질까"
2,"이번주에 온 이메일중 업셉턴스가 들어간 이메일 있으면 알려줘"
2,"내시경 찍었다며 어떻다는데 위염이라고 "
2,"이번주 파트회식 무슨요일 몇시이니"
2,"보드랑 스키 중에서 뭐가 더 빨리 배울 수 있어"
2,"오늘 과제 데드라인 알려줘"
2,"답장 안한 메일이 있니"
2,"계좌 이체하는 데 수수료가 얼마인지 아니 "
2,"오늘 눈 언제까지 내리는지 확인해"
2,"휴지통의 메일을 받은 편지함으로 복구할 수 있니"
2,"무더위는 언제쯤 끝나니"
2,"주소록에 교수님 메일이 있니"
2,"내일 열두시에 어디서 밥먹기로 했니"
2,"수도 잠겨있는지 확인 좀 해줘"
2,"다른 사람에게 은행 명의를 대체 왜 빌려준 건데 "
2,"너 혹시 교육학 인터넷 강의 들어본 적 있어"
2,"왜 이번 시험은 갑자기 문제를 어렵게 내셨을까 "
2,"오늘 비 언제까지 내리는지 아니"
2,"일주일 전 저녁에 봤던 영화제목이 뭐니"
2,"다음달 참가 학회 일정을 알수 있을까"
2,"현재 황사 주의보 내려진 지역은 얼마나 돼"
2,"내일 아침 조깅 몇 시에 하기로 했니"
2,"안방에 켜져 있는 전자제품 좀 확인해 줘"
2,"오늘 비올 확률 몇퍼센트니"
2,"안방 화면을 보자"
2,"열리지않는 메일이있는지 알려줘"
2,"오늘 답장 온 메일 있니 "
2,"서울대 근처 피자헛은 어디일까"
2,"보일러가 켜져 있는지 확인해줘"
2,"할아버지가 끊은 거 맞지"
2,"어제 과음한 것 같은데 속은 좀 어때 "
2,"점심시간에 매점에서 뭐 먹지"
2,"내일 전세계에서 가장 추운 곳이 어딘지 아니"
2,"언제 갈까"
2,"주식을 팔아 현금으로 쓰려면 어떻게 해야 하는 거야 "
2,"가스레인지 켜져 있니"
2,"다음학기 개강일이 언제니"
2,"내일 해가 언제 뜰지 알려줘"
2,"내일 바람이 얼마나 부는지 알아"
2,"서울 종로에서 분위기가 제일 좋은 째즈빠는 어디냐"
2,"다음 논문 발표는 몇 일 남았니"
2,"화장실 불 켜져있니"
2,"이번주에 가족 관련 일정 있으면 알려줘"
2,"오늘 전세계에서 강수량이 가장 높은 곳이 어딘지 아니"
2,"내일 온도가 몇도야"
2,"보일러 지금 몇 도로 설정되어 있니"
2,"남해안으로부터 올라오는 태풍 이름이 뭐니"
2,"교수님 연구실이 몇 호실이지 "
2,"이번 주 비소식 있는지 봐줘"
2,"우체국과 은행 중 어디가 더 안전할까 "
2,"단전호흡이 좋을까 요가가 좋을까 고민 중이랍니다"
2,"내일 다섯시 가족모임 레스토랑 시간변경했니"
2,"지금 프랑스 날씨 어때"
2,"케이티엑스 역방향인데 멀미 나지 않겠어 "
2,"이번주 수요일 새벽 날씨가 몇도인지 알려줘"
2,"오늘 미팅 몇 시인지 알려줘"
2,"오늘 천둥번개도 치는지 알아봐줘"
2,"내 생일에 온 메일의 발신자들 정리해줄 수 있니"
2,"이번주 피티 언제 받기로 했는지 알려줘"
2,"저는 방학인데도 학교 나가고 있어요 언니도 잘 지내죠 "
2,"어제의 최심신적설량을 알려줘"
2,"우리 누나 출산일이 언제인가"
2,"풍랑경보는 언제 사라지니"
2,"서울역 근처 찜질방 어디일까"
2,"이봉주 선수의 아테네 경기 관련 기사 보자"
2,"내일 오전 전국 날씨 검색해줘"
2,"일월 일정이 어떻게 되는지 알려줘"
2,"핸드폰수리 언제하니"
2,"어제 내가 뭐했니"
2,"서울에 장마가 언제 시작하는지 알려줘"
2,"시월초에 감사일정 언제부터니"
2,"지난주 서울 강수량 좀 알려줘"
2,"집안의 습도가 얼마나 되는지 아니"
2,"휴지통에 있는 메일 중에서 내게 쓴 메일이 얼마나 있니"
2,"일 년에 연차는 며칠이나 쓸 수 있죠"
2,"다음주 화요일에 영화 볼건데 같이 볼 수 있어"
2,"너 정말 보여"
2,"이번주 가장 더운 요일을 알려줄수 있어"
2,"서울대 인근 당구장 어떻게 가는가"
2,"홍보팀으로부터 온 메일 있는지 확인해"
2,"내일 회의일정 몇시니"
2,"정기 적금 해약하면 손해가 클까"
2,"어제 보낸 메일 수신확인이 됐니"
2,"콜금리 인상이 과연 어떻게 영향을 줄지"
2,"우리 할머니 기일이 언제인지 알려줘"
2,"내일 아침 회의 일정 알려줘"
2,"부산 해운대 해수욕장 개장이 언제일까"
2,"잘 됐네요 오늘 오후 네 시쯤은 어떠세요 저는 요시다라고 해요 그쪽 사무실까지 어떻게 가는지 좀 가르쳐주셨으면 하는데요"
2,"정수기 지금 따뜻한 물 나오니"
2,"이번달 학교행사 모두 취소했니"
2,"보험사에서 온 메일 있는지 확인해 줄 수 있겠니"
2,"안방에 보일러가 나오는지 확인해줄래"
2,"가스불 꺼져있는지 확인해줘"
2,"올해 강수량이 제일 적은 날을 아니"
2,"중부지방에 오늘 비오니"
2,"이번주 강수량 아니"
2,"휴지통에 메일이 남아있니"
2,"오늘 메일 몇 개 왔는지 알려줘"
2,"아빠 환갑 장소가 어디지"
2,"거실에 불 켜져 있는지 확인해줄 수 있니"
2,"일간 스포츠의 아색기가를 보여라"
2,"남해 고속도로 정체구간을 알려주렴"
2,"에어컨 켜져있니"
2,"보일러 실내 온도가 몇 도야"
2,"부도 나서 회사가 휘청거린다는데 그만둬야 하나 "
2,"안방의 커튼이 닫혀져 있니"
2,"내일 불쾌지수가 높을까"
2,"현관문 앞에 누가 있는지 봐봐"
2,"최경주 선수 근황에 관련된 기사를 찾아라"
2,"사전투표 날짜 알려주겠니"
2,"보일러 가동 상태좀 확인해봐"
2,"사랑하는 친구야 건강은 좀 호전 됐니 "
2,"부산에서 제일 안 아프게 치료하는 치과는 어떻게 가냐"
2,"부모님 결혼기념일 날짜 확인해줘"
2,"오늘 춘천에 눈이 오니"
2,"이번주 일요일 플리마켓 몇시에 하니"
2,"오늘 온 메일중 광고메일이 몇통이야"
2,"자격증 시험 날짜가 언제였지"
2,"일월 일일 스케줄 장소가 어디야"
2,"티비에서 케이비에스는 채널 몇 번이야"
2,"에어컨 온도 설정이 어떻게 되어있지"
2,"동아일보 오늘 별자리별 운세를 보자"
2,"요즘 어떠세요"
2,"시험 범위가 어디까지냐"
2,"교수님한테 성적 정정 요청 메일 발송했는지 확인해줘"
2,"이번주 주말 일몰 시간 알려줘"
2,"전자레인지 전원 켜져있는지 "
2,"외곽순환 도로 상황을 보여주렴"
2,"차범근의 최근 현황을 찾으렴"
2,"받은 메일함이 모두 삭제 되었니"
2,"보낸편지함 삭제되었는지 확인 부탁해도 되니"
2,"형 모니터는 십구 인치로 살까 이십 인치로 살까"
2,"이번 휴가 때 비오는지 알려줘"
2,"부엌에 켜져 있는 가스가 있니"
2,"케이블카도 교통 수단이라고 할 수 있을까 "
2,"내일은 한가할까"
2,"오늘 방화 관련 기사가 뭐니"
2,"경부 고속도로 진입구간 상황을 알려주렴"
2,"올해 첫눈이 언제니"
2,"내일 오후 스케쥴 몇 시에 있니"
2,"근데 어느 회사 꺼 사뒀는데"
2,"작은 방 공기 어때"
2,"이번 주 일요일에 서울의 날씨가 어떤지 알려줘"
2,"수요일에 무슨 수업 있는지 알려줘"
2,"지금 에어컨 희망온도가 어떻게 되니"
2,"이번 주 과제 제출일은 언제인지 알려줘"
2,"오늘 회사에서 메일 왔니"
2,"오늘 오후 다섯시 모임 시간 알려줘"
2,"아합의 모든 일가친척을 죽인 사람은 누구인가요"
2,"다음달 병원 예약 일정을 알려줘"
2,"이번주 가장 더운날 알려줘"
2,"큰 아들이 언제 미국으로 들어가지"
2,"첨부파일 용량이 얼마나 되니"
2,"이번에 온 태풍 이름이 뭔지 아니"
2,"이번달 건강검진 날짜확인 해줘"
2,"이베이에서 답장이 왔니"
2,"이번달 방값 언제 냈니"
2,"메일에 첨부된 링크가 안전하니"
2,"첨부파일 손상된 메일 알려줘"
2,"오늘 오전날씨 확인해주겠니"
2,"유월 이십오일 오사카 날씨 알려줘"
2,"지금 비 오니"
2,"방학 기간이 언제부터 언제까지니"
2,"오늘 최고 기온이 몇 도이니"
2,"내일 저녁에 보기로 한 영화 제목이 뭐였니"
2,"휴가 계획이 무산되었어 어떡해"
2,"내일 경복궁에 가려는데 날씨 어떤지 알려줘"
2,"콘센트에 충전기가 뽑아져있는지 확인해줘"
2,"오늘 미세먼지가 어떻게 되는지 알려줘"
2,"오늘 새벽에 비 오는지 알려줘"
2,"저녁에 눈이 내릴 확률은얼마나 되는지 알려주겠니"
2,"스팸처리한 메일주소가 몇개나 있니"
2,"이번주에 몇통의 메일이 왔니"
2,"저번 주 국제전화가 왔던 날짜를 알려줄래"
2,"공기청정기 켜져있니"
2,"다음주 미세먼지 치수는 어느정도니"
